client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total,anomaly_score,is_anomaly,ja4_present,duration_s,bytes_per_packet,bytes_per_s,c2s_to_s2c_ratio,s2c_to_c2s_ratio,is_tls,is_tls_nonstandard_port,timeline_bucket_id,timeline_bucket_s
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919035752955000,1695919096143316000,60390361000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.390361,62.5,8.279466983149844,1.0,1.0,1,0,28265317,1695919020
10.10.20.147,157.245.106.203,50925,443,6,3,3,0,193,193,0,193,193,0,1695919047939255000,1695919047939607000,352000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000352,64.33333333333333,548295.4545454546,193.0,0.0,1,0,28265317,1695919020
157.245.106.203,10.10.20.147,443,50925,6,2,2,0,108,108,0,108,108,0,1695919047939739000,1695919047939902000,163000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004635994,0,1,0.000163,54.0,662576.6871165644,108.0,0.0,1,1,28265317,1695919020
10.10.20.147,131.253.33.239,50868,443,6,1,1,0,54,54,0,54,54,0,1695916929762746000,1695916929762746000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265282,1695916920
10.10.20.20,10.10.20.147,49669,50927,6,2,2,0,108,108,0,108,108,0,1695919049003738000,1695919049003868000,130000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.0026246407,0,1,0.00013,54.0,830769.2307692309,108.0,0.0,1,1,28265317,1695919020
10.10.20.147,13.107.9.158,50866,443,6,1,1,0,54,54,0,54,54,0,1695916929744994000,1695916929744994000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265282,1695916920
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695919110503475000,1695919110505183000,1708000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.001708,162.0,189695.55035128805,1.0,1.0,1,1,28265318,1695919080
10.10.20.147,10.10.20.20,55315,53,17,2,1,1,257,89,168,257,89,168,1695919129252190000,1695919129252535000,345000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.000477263,0,1,0.000345,128.5,744927.5362318842,0.5297619047619048,1.8876404494382022,1,1,28265318,1695919080
10.10.20.147,10.10.20.20,53926,53,17,2,1,1,168,76,92,168,76,92,1695918072428495000,1695918073389418000,960923000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00025662422,0,1,0.960923,84.0,174.83190640665276,0.8260869565217391,1.2105263157894737,1,1,28265301,1695918060
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695919129253247000,1695919129253387000,140000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.0,0.00011832096,0,1,0.00014,86.0,1228571.4285714286,172.0,0.0,1,1,28265318,1695919080
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695929478703970000,1695929478703970000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265491,1695929460
10.10.20.147,10.10.20.20,54328,53,17,2,1,1,257,89,168,257,89,168,1695920929362836000,1695920929363147000,311000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.000477263,0,1,0.000311,128.5,826366.5594855305,0.5297619047619048,1.8876404494382022,1,1,28265348,1695920880
10.10.20.147,10.10.20.20,50927,49669,6,1,1,0,54,54,0,54,54,0,1695919049004039000,1695919049004039000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265317,1695919020
40.99.168.194,10.10.20.147,443,50953,6,2,2,0,108,108,0,108,108,0,1695921523327648000,1695921523327745000,97000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,9.7e-05,54.0,1113402.06185567,108.0,0.0,1,1,28265358,1695921480
10.10.20.147,157.245.106.203,51068,443,6,14,6,8,3018,836,2182,3018,836,2182,1695927465834140000,1695927533075647000,67241507000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571,0.9967347,1,1,67.241507,215.57142857142858,44.88299169142655,0.383134738771769,2.610047846889952,1,0,28265457,1695927420
10.10.20.147,224.0.0.252,51112,5355,17,1,1,0,75,75,0,75,75,0,1695919129253496000,1695919129253496000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265318,1695919080
10.10.20.147,13.107.246.57,50931,443,6,33,17,16,9655,1455,8200,9655,1455,8200,1695919171595131000,1695919171975500000,380369000,2,1,1,32,0,1,14,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,292.576,0.9990087,1,1,0.380369,292.57575757575756,25383.246268754814,0.1774390243902439,5.635738831615121,1,0,28265319,1695919140
10.10.20.147,20.42.65.88,50841,443,6,28,12,16,8586,2741,5845,8586,2741,5845,1695914637017506000,1695914637399197000,381691000,2,1,1,27,1,0,12,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,306.643,0.9988053,1,1,0.381691,306.64285714285717,22494.635713181604,0.46894781864841745,2.132433418460416,1,0,28265243,1695914580
10.10.20.147,141.98.80.158,51011,443,6,2,2,0,108,108,0,108,108,0,1695923942588139000,1695923942588484000,345000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.0,0.007628968,0,1,0.000345,54.0,313043.47826086957,108.0,0.0,1,0,28265399,1695923940
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695920869455933000,1695920932379633000,62923700000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,62.9237,110.0,10.48889369188398,660.0,0.0,1,1,28265347,1695920820
10.10.20.147,72.21.81.240,50934,80,6,59,11,48,66916,802,66114,66916,802,66114,1695919231981678000,1695919292130837000,60149159000,2,1,1,58,1,0,11,0,-,0,0,0,-,-,-,1134.169,0.08281328,0,1,60.149159,1134.1694915254238,1112.5010077032,0.012130562361980821,82.43640897755611,1,1,28265320,1695919200
10.10.20.147,157.245.106.203,51074,443,6,1,1,0,54,54,0,54,54,0,1695929059826495000,1695929059826495000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.0,0.037430726,0,1,0.0,54.0,0.0,54.0,0.0,1,0,28265484,1695929040
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919277114143000,1695919338210483000,61096340000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.09634,62.5,8.183796279777152,1.0,1.0,1,0,28265321,1695919260
10.10.20.147,10.10.20.20,56839,53,17,2,1,1,311,81,230,311,81,230,1695921523329045000,1695921523329595000,550000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,155.5,0.00044978704,0,1,0.00055,155.5,565454.5454545454,0.3521739130434783,2.8395061728395063,1,1,28265358,1695921480
10.10.20.147,10.10.20.20,50930,445,6,21,12,9,2603,1305,1298,2603,1305,1298,1695919143739496000,1695919197444446000,53704950000,0,0,0,21,0,1,16,0,-,0,0,0,-,-,-,123.952,0.08619809,0,1,53.70495,123.95238095238095,48.46853036824353,1.005392912172573,0.9946360153256705,1,1,28265319,1695919140
10.10.20.147,157.245.106.203,50935,443,6,14,6,8,3014,832,2182,3014,832,2182,1695919282960897000,1695919350140295000,67179398000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.179398,215.28571428571428,44.86494505354156,0.38130155820348305,2.6225961538461537,1,0,28265321,1695919260
192.229.211.108,10.10.20.147,80,50933,6,2,2,0,108,108,0,108,108,0,1695919292130677000,1695919292180712000,50035000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0015801664,0,1,0.050035,54.0,2158.489057659638,108.0,0.0,1,1,28265321,1695919260
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695923629462520000,1695923629462625000,105000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.0,0.00011832096,0,1,0.000105,86.0,1638095.238095238,172.0,0.0,1,1,28265393,1695923580
72.21.81.240,10.10.20.147,80,50934,6,2,2,0,108,108,0,108,108,0,1695919292131024000,1695919292180719000,49695000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0015801664,0,1,0.049695,54.0,2173.2568668880167,108.0,0.0,1,1,28265321,1695919260
10.10.20.147,72.21.81.240,50934,80,6,1,1,0,54,54,0,54,54,0,1695919292181073000,1695919292181073000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265321,1695919260
10.10.20.147,10.10.20.20,59498,389,17,2,1,1,497,263,234,497,263,234,1695929038801897000,1695929038802130000,233000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,248.5,0.0006220737,0,1,0.000233,248.5,2133047.2103004293,1.123931623931624,0.8897338403041825,1,1,28265483,1695928980
52.97.146.210,10.10.20.147,443,50952,6,2,2,0,108,108,0,108,108,0,1695921522964895000,1695921522964982000,87000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.0,0.004593785,0,1,8.7e-05,54.0,1241379.3103448276,108.0,0.0,1,1,28265358,1695921480
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695919369273240000,1695919372288258000,3015018000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.015018,110.0,109.45208287313707,330.0,0.0,1,1,28265322,1695919320
10.10.20.147,10.10.20.20,60201,53,17,2,1,1,409,72,337,409,72,337,1695919433110265000,1695919433171310000,61045000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,204.5,8.842283e-05,0,1,0.061045,204.5,6699.975427962978,0.21364985163204747,4.680555555555555,1,1,28265323,1695919380
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695919489305293000,1695919492368657000,3063364000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.063364,110.0,107.72471048167962,330.0,0.0,1,1,28265324,1695919440
10.10.20.147,10.10.20.20,51372,53,17,2,1,1,257,89,168,257,89,168,1695915529127035000,1695915529127643000,608000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.0004987688,0,1,0.000608,128.5,422697.3684210526,0.5297619047619048,1.8876404494382022,1,1,28265258,1695915480
10.10.20.147,141.98.80.158,51017,443,6,1,1,0,54,54,0,54,54,0,1695923957716527000,1695923957716527000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,0,28265399,1695923940
10.10.20.147,192.229.211.108,50938,80,6,1,1,0,54,54,0,54,54,0,1695919553958154000,1695919553958154000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265325,1695919500
10.10.20.147,10.10.20.20,54129,53,17,2,1,1,168,76,92,168,76,92,1695919585228833000,1695919585274539000,45706000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.045706,84.0,3675.666214501379,0.8260869565217391,1.2105263157894737,1,1,28265326,1695919560
10.10.20.147,157.245.106.203,50939,443,6,14,6,8,3014,832,2182,3014,832,2182,1695919585275439000,1695919652510881000,67235442000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.235442,215.28571428571428,44.82754794710801,0.38130155820348305,2.6225961538461537,1,0,28265326,1695919560
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695919609323240000,1695919612399435000,3076195000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.076195,110.0,107.27538403774794,330.0,0.0,1,1,28265326,1695919560
10.10.20.147,10.10.20.20,50840,445,6,25,14,11,7568,5406,2162,7568,5406,2162,1695914631591423000,1695914642338172000,10746749000,2,1,1,24,0,1,16,0,-,0,0,0,-,-,-,302.72,0.24763416,0,1,10.746749,302.72,704.2129671028886,2.5004625346901017,0.39992600813910467,1,1,28265243,1695914580
10.10.20.147,192.229.211.108,50938,80,6,11,6,5,2726,978,1748,2726,978,1748,1695919493351123000,1695919553508396000,60157273000,2,1,1,10,1,0,4,0,-,0,0,0,-,-,-,247.818,0.012902108,0,1,60.157273,247.8181818181818,45.314554068965194,0.5594965675057209,1.787321063394683,1,1,28265324,1695919440
10.10.20.147,157.245.106.203,50945,443,6,3,3,0,193,193,0,193,193,0,1695920865468248000,1695920865468575000,327000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333,0.002689278,0,1,0.000327,64.33333333333333,590214.0672782875,193.0,0.0,1,0,28265347,1695920820
10.10.20.147,20.44.239.154,50808,443,6,22,10,12,7182,2247,4935,7182,2247,4935,1695912555425445000,1695912557055331000,1629886000,2,1,1,21,1,0,9,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,326.455,0.99874073,1,1,1.629886,326.45454545454544,4406.443150011719,0.4553191489361702,2.196261682242991,1,0,28265209,1695912540
10.10.20.147,141.98.80.158,51017,443,6,30,16,14,13883,5987,7896,13883,5987,7896,1695923956541525000,1695923957716482000,1174957000,2,1,1,29,1,0,10,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,462.767,0.9986351,1,1,1.174957,462.76666666666665,11815.751555163295,0.7582320162107397,1.318857524636713,1,0,28265399,1695923940
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919640603896000,1695919700964193000,60360297000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.360297,62.5,8.28359078484985,1.0,1.0,1,0,28265327,1695919620
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695919729340410000,1695919732371251000,3030841000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.030841,110.0,108.88067041458129,330.0,0.0,1,1,28265328,1695919680
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919760917595000,1695919822482127000,61564532000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.564532,62.5,8.121559341992562,1.0,1.0,1,0,28265329,1695919740
10.10.20.147,10.10.20.20,52998,53,17,2,1,1,232,78,154,232,78,154,1695919824671043000,1695919824671494000,451000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.00062252535,0,1,0.000451,116.0,514412.4168514412,0.5064935064935064,1.9743589743589745,1,1,28265330,1695919800
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695919849341845000,1695919852386774000,3044929000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.044929,110.0,108.37691125146102,330.0,0.0,1,1,28265330,1695919800
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695919882435852000,1695919942826081000,60390229000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.390229,62.5,8.279485080276812,1.0,1.0,1,0,28265331,1695919860
10.10.20.147,10.10.20.20,50813,49669,6,13,8,5,2222,1368,854,2222,1368,854,1695912568530672000,1695912580005956000,11475284000,2,1,1,12,1,0,8,0,-,0,0,0,-,-,-,170.923,0.012630133,0,1,11.475284,170.92307692307693,193.63355190163486,1.6018735362997658,0.6242690058479532,1,1,28265209,1695912540
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695919969358088000,1695920032358693000,63000605000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,63.000605,110.0,10.476089872470272,660.0,0.0,1,1,28265332,1695919920
10.10.20.147,10.10.20.20,59354,53,17,2,1,1,257,89,168,257,89,168,1695920029321353000,1695920029322013000,660000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.5,0.00081500836,0,1,0.00066,128.5,389393.9393939394,0.5297619047619048,1.8876404494382022,1,1,28265333,1695919980
10.10.20.147,224.0.0.251,5353,5353,17,2,2,0,172,172,0,172,172,0,1695920029321441000,1695920029321653000,212000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,86.0,0.0001295442,0,1,0.000212,86.0,811320.7547169811,172.0,0.0,1,1,28265333,1695919980
10.10.20.147,224.0.0.252,62480,5355,17,1,1,0,75,75,0,75,75,0,1695920029321733000,1695920029321733000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.0,0.001681057,0,1,0.0,75.0,0.0,75.0,0.0,1,1,28265333,1695919980
10.10.20.147,10.10.20.20,49342,53,17,2,1,1,168,76,92,168,76,92,1695922010975427000,1695922010983058000,7631000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.007631,84.0,22015.46324203905,0.8260869565217391,1.2105263157894737,1,1,28265366,1695921960
10.10.20.147,10.10.20.20,56353,53,17,2,1,1,308,154,154,308,154,154,1695920029323618000,1695920029324642000,1024000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.0029124678,0,1,0.001024,154.0,300781.25,1.0,1.0,1,1,28265333,1695919980
10.10.20.147,10.10.20.20,51214,53,17,2,1,1,194,89,105,194,89,105,1695920031862034000,1695920031862484000,450000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,97.0,0.0005321935,0,1,0.00045,97.0,431111.1111111111,0.8476190476190476,1.1797752808988764,1,1,28265333,1695919980
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695916826038470000,1695916886367235000,60328765000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.328765,62.5,8.28792036435687,1.0,1.0,1,0,28265280,1695916800
157.245.106.203,10.10.20.147,443,50839,6,3,3,0,162,162,0,162,162,0,1695914495400350000,1695914495402600000,2250000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0033398245,0,1,0.00225,54.0,72000.0,162.0,0.0,1,1,28265241,1695914460
10.10.20.147,10.10.20.20,50941,445,6,25,14,11,7568,5406,2162,7568,5406,2162,1695920031863784000,1695920042627031000,10763247000,2,1,1,24,0,1,16,0,-,0,0,0,-,-,-,302.72,0.24763416,0,1,10.763247,302.72,703.1335432513999,2.5004625346901017,0.39992600813910467,1,1,28265333,1695919980
10.10.20.147,10.10.20.1,137,137,17,4,4,0,440,440,0,440,440,0,1695928491241218000,1695928611193025000,119951807000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.001116278,0,1,119.951807,110.0,3.6681398221870887,440.0,0.0,1,1,28265474,1695928440
10.10.20.147,10.10.20.20,56976,53,17,2,1,1,315,89,226,315,89,226,1695920033974869000,1695920034031374000,56505000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.5,9.626622e-05,0,1,0.056505,157.5,5574.727900185824,0.3938053097345133,2.539325842696629,1,1,28265333,1695919980
10.10.20.147,10.10.20.20,52398,53,17,2,1,1,258,86,172,258,86,172,1695912537396618000,1695912537439408000,42790000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,129.0,0.0001252694,0,1,0.04279,129.0,6029.446132273895,0.5,2.0,1,1,28265208,1695912480
141.98.80.158,10.10.20.147,443,51007,6,1,1,0,54,54,0,54,54,0,1695923940343974000,1695923940343974000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.0,0.059042837,0,1,0.0,54.0,0.0,54.0,0.0,1,1,28265399,1695923940
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695920104964161000,1695920104964161000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.0,0.002644588,0,1,0.0,243.0,0.0,243.0,0.0,1,1,28265335,1695920100
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695915469180597000,1695915532165102000,62984505000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.0010728003,0,1,62.984505,110.0,10.478767754069036,660.0,0.0,1,1,28265257,1695915420
10.10.20.147,141.98.80.158,50990,443,6,1,1,0,54,54,0,54,54,0,1695923882205426000,1695923882205426000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,0,28265398,1695923880
10.10.20.147,13.107.9.158,50866,443,6,29,12,17,11801,1880,9921,11801,1880,9921,1695916904885778000,1695916929358757000,24472979000,2,1,1,28,1,0,12,1,0303,15,16,1,h2;http/1.1,1301;1302;1303;c02b;c02f;c02c;c030;cca9;cca8;c013;c014;009c;009d;002f;0035,000b;ff01;0033;0012;000d;0000;0023;4469;002b;0010;000a;0017;0005;002d;001b;0015,406.931,0.9899957,1,1,24.472979,406.9310344827586,482.2052926208943,0.18949702650942446,5.277127659574468,1,0,28265281,1695916860
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695920134547717000,1695920134549213000,1496000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.0,0.00033655006,0,1,0.001496,162.0,216577.54010695187,1.0,1.0,1,1,28265335,1695920100
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695920269347114000,1695920272408094000,3060980000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.06098,110.0,107.80861031434378,330.0,0.0,1,1,28265337,1695920220
204.79.197.200,10.10.20.147,443,50893,6,2,2,0,108,108,0,108,108,0,1695916929358616000,1695916929742543000,383927000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0015810446,0,1,0.383927,54.0,281.3034769630685,108.0,0.0,1,1,28265282,1695916920
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695920364784289000,1695920425143899000,60359610000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.35961,62.5,8.283685066884958,1.0,1.0,1,0,28265339,1695920340
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695920389363310000,1695920392456748000,3093438000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.093438,110.0,106.67742492333772,330.0,0.0,1,1,28265339,1695920340
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695920485114339000,1695920545927784000,60813445000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,60.813445,62.5,8.221866069254915,1.0,1.0,1,0,28265341,1695920460
10.10.20.147,141.98.80.158,50983,443,6,1,1,0,54,54,0,54,54,0,1695923845256962000,1695923845256962000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.0,0.9561342,1,1,0.0,54.0,0.0,54.0,0.0,1,0,28265397,1695923820
10.10.20.147,10.10.20.20,49454,53,17,2,1,1,168,76,92,168,76,92,1695920492537397000,1695920492549580000,12183000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.0,0.00013301036,0,1,0.012183,84.0,13789.706968726916,0.8260869565217391,1.2105263157894737,1,1,28265341,1695920460
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695927845742168000,1695927906992525000,61250357000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.5,0.029189369,0,1,61.250357,62.5,8.163217726224845,1.0,1.0,1,0,28265464,1695927840
10.10.20.147,157.245.106.203,50944,443,6,14,6,8,3014,832,2182,3014,832,2182,1695920492550308000,1695920559881333000,67331025000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286,0.9967347,1,1,67.331025,215.28571428571428,44.763910841992974,0.38130155820348305,2.6225961538461537,1,0,28265341,1695920460
10.10.20.147,10.10.20.20,58270,53,17,2,1,1,232,78,154,232,78,154,1695924025130824000,1695924025131224000,400000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.0,0.000595686,0,1,0.0004,116.0,580000.0,0.5064935064935064,1.9743589743589745,1,1,28265400,1695924000
20.42.65.90,10.10.20.147,443,51087,6,2,2,0,108,108,0,108,108,0,1695930048460641000,1695930048600629000,139988000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.0,0.0018973363,0,1,0.139988,54.0,771.4946995456753,108.0,0.0,1,1,28265500,1695930000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695920509379360000,1695920512395807000,3016447000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.0,0.00096815673,0,1,3.016447,110.0,109.40023146436852,330.0,0.0,1,1,28265341,1695920460
10.10.20.147,10.10.20.20,58377,53,17,2,1,1,308,154,154,308,154,154,1695922729434395000,1695922729435618000,1223000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.0,0.00033189222,0,1,0.001223,154.0,251839.73834832382,1.0,1.0,1,1,28265378,1695922680
10.10.20.147,141.98.80.158,50986,443,6,28,13,15,13817,5825,7992,13817,5825,7992,1695923858468959000,1695923859516641000,1047682000,2,1,1,27,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,493.464,0.9988065,1,1,1.047682,493.4642857142857,13188.162056807314,0.7288538538538538,1.3720171673819743,1,0,28265397,1695923820
