client_ip,server_ip,client_port,server_port,proto,packets_total,packets_c2s,packets_s2c,bytes_cap_total,bytes_cap_c2s,bytes_cap_s2c,bytes_wire_total,bytes_wire_c2s,bytes_wire_s2c,first_ts_ns,last_ts_ns,duration_ns,tcp_syn_total,tcp_syn_c2s,tcp_synack_s2c,tcp_ack_total,tcp_fin_total,tcp_rst_total,tcp_psh_total,tls_client_hello_c2s,ja4_legacy_version,ja4_cipher_suites_count,ja4_extensions_count,ja4_has_sni,ja4_alpn,ja4_cipher_suites,ja4_extensions,avg_wirelen_total
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921409403622000,1695921412465274000,3061652000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,65078,53,17,2,1,1,184,76,108,184,76,108,1695912160092950000,1695912160093243000,293000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,92.000
10.10.20.147,157.245.106.203,50949,443,6,3,3,0,193,193,0,193,193,0,1695921473422887000,1695921473423250000,363000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695921453434180000,1695921514483428000,61049248000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,23.222.241.142,50896,443,6,1,1,0,54,54,0,54,54,0,1695923622838981000,1695923622838981000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
157.245.106.203,10.10.20.147,443,50949,6,2,2,0,108,108,0,108,108,0,1695921473423312000,1695921473423376000,64000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,56016,53,17,2,1,1,245,83,162,245,83,162,1695921519624301000,1695921520354818000,730517000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,122.500
10.10.20.147,10.10.20.20,65166,53,17,2,1,1,275,80,195,275,80,195,1695921521147354000,1695921521196750000,49396000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,137.500
10.10.20.147,23.222.241.187,50951,443,6,18,7,11,8839,915,7924,8839,915,7924,1695921521197614000,1695921521419369000,221755000,2,1,1,17,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,491.056
10.10.20.147,10.10.20.20,52248,53,17,2,1,1,257,89,168,257,89,168,1695927229694271000,1695927229694682000,411000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
10.10.20.147,23.222.241.187,50951,443,6,3,3,0,193,193,0,193,193,0,1695921521419676000,1695921521420068000,392000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,52.162.222.96,50853,443,6,1,1,0,54,54,0,54,54,0,1695915533297640000,1695915533297640000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,52.97.146.210,50952,443,6,18,7,11,7298,1212,6086,7298,1212,6086,1695921522156346000,1695921522964289000,807943000,2,1,1,17,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,405.444
10.10.20.147,52.97.146.210,50952,443,6,3,3,0,193,193,0,193,193,0,1695921522964577000,1695921522964847000,270000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,58682,53,17,2,1,1,354,78,276,354,78,276,1695921522966059000,1695921523012361000,46302000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,177.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695924468292121000,1695924529605107000,61312986000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,52.96.10.242,50954,443,6,19,7,12,7713,1113,6600,7713,1113,6600,1695921523379490000,1695921523636889000,257399000,2,1,1,18,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,405.947
10.10.20.147,52.96.10.242,50954,443,6,3,3,0,193,193,0,193,193,0,1695921523637387000,1695921523637954000,567000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,141.98.80.158,51003,443,6,1,1,0,54,54,0,54,54,0,1695923930488611000,1695923930488611000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51026,443,6,28,14,14,13427,5737,7690,13427,5737,7690,1695923969910430000,1695923970921746000,1011316000,2,1,1,27,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,479.536
52.96.10.242,10.10.20.147,443,50954,6,2,2,0,108,108,0,108,108,0,1695921523637989000,1695921523638180000,191000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.20,10.10.20.147,135,50920,6,2,2,0,108,108,0,108,108,0,1695918885001169000,1695918885001357000,188000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,64529,53,17,2,1,1,271,88,183,271,88,183,1695921523642401000,1695921523676854000,34453000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,135.500
192.229.211.108,10.10.20.147,80,51099,6,2,2,0,108,108,0,108,108,0,1695930358741810000,1695930358789023000,47213000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
157.245.106.203,10.10.20.147,443,50965,6,2,2,0,108,108,0,108,108,0,1695922380808711000,1695922380808732000,21000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,59518,53,17,3,2,1,244,152,92,244,152,92,1695916248481938000,1695916248569244000,87306000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,81.333
10.10.20.147,13.107.6.163,50955,443,6,20,7,13,11196,3533,7663,11196,3533,7663,1695921523677804000,1695921524037642000,359838000,2,1,1,19,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,559.800
10.10.20.147,10.10.20.20,53565,53,17,2,1,1,160,72,88,160,72,88,1695923834919278000,1695923835209976000,290698000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,80.000
10.10.20.147,10.10.20.20,54970,53,17,2,1,1,413,85,328,413,85,328,1695916905023706000,1695916905024020000,314000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,206.500
10.10.20.147,13.107.6.163,50955,443,6,3,3,0,193,193,0,193,193,0,1695921524037996000,1695921524038505000,509000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921529419121000,1695921532435019000,3015898000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
13.107.6.163,10.10.20.147,443,50955,6,2,2,0,108,108,0,108,108,0,1695921524038657000,1695921524038680000,23000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695921547930301000,1695921547930301000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921649423199000,1695921652484612000,3061413000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,61520,53,17,2,1,1,433,74,359,433,74,359,1695915532210163000,1695915532211107000,944000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,216.500
10.10.20.147,10.10.20.20,64219,53,17,2,1,1,257,89,168,257,89,168,1695921829390863000,1695921829391410000,547000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
10.10.20.147,10.10.20.20,51978,53,17,2,1,1,308,154,154,308,154,154,1695921829392782000,1695921829393683000,901000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.000
10.10.20.147,157.245.106.203,50826,443,6,3,3,0,193,193,0,193,193,0,1695913276559491000,1695913276559657000,166000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695924106143571000,1695924167101251000,60957680000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,52.168.112.66,50958,443,6,26,11,15,8480,2689,5791,8480,2689,5791,1695921834008656000,1695921834386176000,377520000,2,1,1,25,1,0,12,1,0303,19,9,1,h2;http/1.1,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0010;0017;ff01,326.154
10.10.20.147,224.0.0.252,55108,5355,17,1,1,0,75,75,0,75,75,0,1695914629020937000,1695914629020937000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,75.000
10.10.20.147,141.98.80.158,51006,443,6,1,1,0,54,54,0,54,54,0,1695923938161588000,1695923938161588000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,55236,53,17,2,1,1,232,78,154,232,78,154,1695922224919573000,1695922224919966000,393000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,52.168.112.66,50958,443,6,1,1,0,54,54,0,54,54,0,1695921834481641000,1695921834481641000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,53211,389,17,2,1,1,497,263,234,497,263,234,1695921838583263000,1695921838583594000,331000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,248.500
10.10.20.147,192.229.211.108,51099,80,6,1,1,0,54,54,0,54,54,0,1695930358789194000,1695930358789194000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,62296,53,17,2,1,1,396,114,282,396,114,282,1695921521424200000,1695921521459907000,35707000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,198.000
10.10.20.147,10.10.20.20,50961,389,6,19,10,9,7411,3458,3953,7411,3458,3953,1695921838831717000,1695921838843084000,11367000,2,1,1,18,0,1,11,0,-,0,0,0,-,-,-,390.053
157.245.106.203,10.10.20.147,443,51095,6,2,2,0,108,108,0,108,108,0,1695930273312888000,1695930273312911000,23000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50956,443,6,3,3,0,193,193,0,193,193,0,1695921776019522000,1695921776019905000,383000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,10.10.20.20,50962,389,6,16,8,8,6832,2862,3970,6832,2862,3970,1695921838839075000,1695921838842712000,3637000,2,1,1,15,0,1,7,0,-,0,0,0,-,-,-,427.000
10.10.20.147,157.245.106.203,50956,443,6,14,6,8,3014,832,2182,3014,832,2182,1695921708496786000,1695921776019046000,67522260000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.286
10.10.20.147,10.10.20.20,50962,389,6,1,1,0,54,54,0,54,54,0,1695921838842717000,1695921838842717000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695917343326038000,1695917403686996000,60360958000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.20,63137,53,17,2,1,1,303,90,213,303,90,213,1695921882036851000,1695921882065287000,28436000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,151.500
10.10.20.147,10.10.20.20,59992,53,17,2,1,1,168,76,92,168,76,92,1695930205917573000,1695930205973426000,55853000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695924832114105000,1695924892505603000,60391498000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,20.50.73.13,50963,443,6,24,11,13,10755,3197,7558,10755,3197,7558,1695921882066296000,1695921988975443000,106909147000,2,1,1,23,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,448.125
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695921935475214000,1695921995896118000,60420904000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
157.245.106.203,10.10.20.147,443,51032,6,2,2,0,108,108,0,108,108,0,1695925103996473000,1695925105141735000,1145262000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695921949380672000,1695921952458511000,3077839000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
20.50.73.13,10.10.20.147,443,50963,6,2,2,0,108,108,0,108,108,0,1695921988975813000,1695921989119296000,143483000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695924711063376000,1695924772174352000,61110976000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,20.50.73.13,50963,443,6,1,1,0,54,54,0,54,54,0,1695921989119499000,1695921989119499000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695922055835226000,1695922116319811000,60484585000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,141.98.80.158,50993,443,6,28,12,16,14095,5771,8324,14095,5771,8324,1695923894055655000,1695923895085076000,1029421000,2,1,1,27,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,503.393
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695922182650296000,1695922182652477000,2181000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.000
157.245.106.203,10.10.20.147,443,51027,6,2,2,0,108,108,0,108,108,0,1695924198559404000,1695924198559444000,40000,0,0,0,2,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,55113,53,17,2,1,1,315,89,226,315,89,226,1695927234276802000,1695927234412359000,135557000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,157.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922309418412000,1695922312480238000,3061826000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,53775,53,17,2,1,1,409,72,337,409,72,337,1695916938215165000,1695916938340544000,125379000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,204.500
10.10.20.147,10.10.20.20,63777,53,17,2,1,1,409,72,337,409,72,337,1695912694842954000,1695912694886304000,43350000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,204.500
10.10.20.147,157.245.106.203,50965,443,6,14,6,8,3018,836,2182,3018,836,2182,1695922313455870000,1695922380808031000,67352161000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
10.10.20.147,141.98.80.158,50991,443,6,3,3,0,162,162,0,162,162,0,1695923889336264000,1695923889337094000,830000,0,0,0,3,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,51028,443,6,3,3,0,193,193,0,193,193,0,1695924500851129000,1695924500851263000,134000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,157.245.106.203,50965,443,6,3,3,0,193,193,0,193,193,0,1695922380808341000,1695922380808562000,221000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,141.98.80.158,50991,443,6,27,11,16,13870,5717,8153,13870,5717,8153,1695923888107858000,1695923889336084000,1228226000,2,1,1,26,1,0,8,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,513.704
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695922417228378000,1695922477634067000,60405689000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695922549465191000,1695922552526014000,3060823000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,141.98.80.158,51001,443,6,1,1,0,54,54,0,54,54,0,1695923924061757000,1695923924061757000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,53753,53,17,2,1,1,168,76,92,168,76,92,1695922615951379000,1695922616044765000,93386000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695922658387808000,1695922718906270000,60518462000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,6,6,0,660,660,0,660,660,0,1695922669482312000,1695922732468378000,62986066000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,64143,53,17,2,1,1,308,154,154,308,154,154,1695929929535748000,1695929929537214000,1466000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,154.000
10.10.20.147,10.10.20.20,49647,53,17,2,1,1,227,76,151,227,76,151,1695926425466641000,1695926425513016000,46375000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,113.500
204.79.197.203,10.10.20.147,443,50883,6,2,2,0,108,108,0,108,108,0,1695916929359195000,1695916929763834000,404639000,0,0,0,2,1,0,1,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51001,443,6,1,1,0,54,54,0,54,54,0,1695923924061553000,1695923924061553000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,51238,53,17,2,1,1,257,89,168,257,89,168,1695922729431664000,1695922729432073000,409000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
10.10.20.147,10.10.20.20,123,123,17,2,1,1,324,162,162,324,162,162,1695924230754313000,1695924230756131000,1818000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,162.000
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695922729434862000,1695922744499063000,15064201000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.000
10.10.20.147,239.255.255.250,51267,1900,17,6,6,0,1074,1074,0,1074,1074,0,1695912829009070000,1695912844026575000,15017505000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,179.000
10.10.20.147,157.245.106.203,50971,443,6,14,6,8,3018,836,2182,3018,836,2182,1695923526361690000,1695923593543385000,67181695000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
10.10.20.147,10.10.20.20,50967,445,6,27,16,11,8068,5638,2430,8068,5638,2430,1695922731974519000,1695922742705739000,10731220000,2,1,1,26,0,1,18,0,-,0,0,0,-,-,-,298.815
10.10.20.147,10.10.20.20,50871,389,6,1,1,0,54,54,0,54,54,0,1695916904943572000,1695916904943572000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,157.245.106.203,50979,443,6,1,1,0,54,54,0,54,54,0,1695923894265823000,1695923894265823000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.20,10.10.20.147,49669,50813,6,2,2,0,108,108,0,108,108,0,1695912580006115000,1695912580006205000,90000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51002,443,6,2,2,0,108,108,0,108,108,0,1695923926535508000,1695923926536157000,649000,0,0,0,2,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,57114,53,17,2,1,1,232,78,154,232,78,154,1695922824989547000,1695922824990002000,455000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,116.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695922899175176000,1695922959550847000,60375671000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,157.245.106.203,50979,443,6,14,7,7,3058,890,2168,3058,890,2168,1695923828696754000,1695923893935171000,65238417000,2,1,1,13,1,0,6,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,218.429
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695925249611158000,1695925252626792000,3015634000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
10.10.20.147,10.10.20.20,53014,53,17,2,1,1,257,89,168,257,89,168,1695914629019976000,1695914629020434000,458000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,128.500
141.98.80.158,10.10.20.147,443,50982,6,2,1,1,108,54,54,108,54,54,1695923840876452000,1695923840876618000,166000,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,51092,389,6,1,1,0,54,54,0,54,54,0,1695930204857995000,1695930204857995000,0,0,0,0,1,1,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51002,443,6,27,13,14,13721,5825,7896,13721,5825,7896,1695923925493405000,1695923926535119000,1041714000,2,1,1,26,1,0,9,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,508.185
10.10.20.147,10.10.20.20,58511,53,17,2,1,1,168,76,92,168,76,92,1695922918269913000,1695922918327099000,57186000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,50960,49669,6,23,13,10,6791,4402,2389,6791,4402,2389,1695921838702323000,1695921838846895000,144572000,2,1,1,22,0,1,16,0,-,0,0,0,-,-,-,295.261
10.10.20.147,157.245.106.203,50968,443,6,14,6,8,3018,836,2182,3018,836,2182,1695922918328443000,1695922985691662000,67363219000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
157.245.106.203,10.10.20.147,443,50968,6,1,1,0,54,54,0,54,54,0,1695922985692286000,1695922985692286000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.20,10.10.20.147,389,51053,6,1,1,0,54,54,0,54,54,0,1695925773163209000,1695925773163209000,0,0,0,0,0,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.255,138,138,17,1,1,0,243,243,0,243,243,0,1695922989358411000,1695922989358411000,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,243.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695923019520408000,1695923080442874000,60922466000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,141.98.80.158,51005,443,6,27,13,14,13849,5825,8024,13849,5825,8024,1695923934206230000,1695923935230153000,1023923000,2,1,1,26,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,512.926
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695923140396753000,1695923200819295000,60422542000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.20,55961,53,17,2,1,1,168,76,92,168,76,92,1695915638819880000,1695915638834383000,14503000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
10.10.20.147,10.10.20.20,50812,135,6,9,6,3,1214,664,550,1214,664,550,1695912568528767000,1695912580005855000,11477088000,2,1,1,8,1,0,4,0,-,0,0,0,-,-,-,134.889
10.10.20.147,141.98.80.158,51002,443,6,1,1,0,54,54,0,54,54,0,1695923926536260000,1695923926536260000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,141.98.80.158,51005,443,6,1,1,0,54,54,0,54,54,0,1695923935230270000,1695923935230270000,0,0,0,0,1,0,1,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,10.10.20.20,57616,53,17,2,1,1,168,76,92,168,76,92,1695923223866565000,1695923224071943000,205378000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,84.000
157.245.106.203,10.10.20.147,443,50860,6,1,1,0,54,54,0,54,54,0,1695916618041663000,1695916618041663000,0,0,0,0,1,0,0,0,0,-,0,0,0,-,-,-,54.000
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695913512976383000,1695913573334495000,60358112000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,157.245.106.203,50970,443,6,14,6,8,3018,836,2182,3018,836,2182,1695923224072820000,1695923291358156000,67285336000,2,1,1,13,1,0,7,1,0303,19,8,1,-,c02c;c02b;c030;c02f;c024;c023;c028;c027;c00a;c009;c014;c013;009d;009c;003d;003c;0035;002f;000a,0000;0005;000a;000b;000d;0023;0017;ff01,215.571
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695923260744406000,1695923322353072000,61608666000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695913633271788000,1695913693645063000,60373275000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.20,49741,53,17,2,1,1,291,86,205,291,86,205,1695912687047298000,1695912687053328000,6030000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,145.500
10.10.20.147,157.245.106.203,50970,443,6,3,3,0,193,193,0,193,193,0,1695923291358679000,1695923291359249000,570000,0,0,0,3,1,0,1,0,-,0,0,0,-,-,-,64.333
10.10.20.147,172.86.75.88,50795,443,6,8,4,4,500,250,250,500,250,250,1695923382277670000,1695923443466482000,61188812000,0,0,0,8,0,0,4,0,-,0,0,0,-,-,-,62.500
10.10.20.147,10.10.20.1,137,137,17,3,3,0,330,330,0,330,330,0,1695923449466792000,1695923452511911000,3045119000,0,0,0,0,0,0,0,0,-,0,0,0,-,-,-,110.000
